Common Name,Link,Scientific Name,Classification,Order,Family,Temperament,Level,Diet,PH,GH,Temp,Size,Continent,X,Y,Z,Nearest Neighbors 1,Nearest Neighbors 2,Nearest Neighbors 3,Nearest Neighbors 4,Nearest Neighbors 5
Fire Ant Tetra,/species-spotlight/fire-ant-tetra/,Hyphessobryconmyrmex,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,10.0,25.0,2.0,SA,9.672728,2.533862,1.8631071,Reed Tetra,Red Line Tetra,Hummingbird Tetra,Loreto Tetra,Montags Tetra
Fire Bar Danio,/species-spotlight/fire-bar-danio/,Devariomaetaengensis,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.5,6.5,23.05,5.0,AS,-6.876897,4.949474,-0.9228117,Blue Line Rasbora,Snakeskin Barb,Panther Danio,Drape Fin Barb,Harlequin Rasbora
Fire Green Tetra,/species-spotlight/fire-green-tetra/,Aphyocharaxrathbuni,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,7.0,14.0,23.05,4.5,SA,5.7436433,2.7817438,0.6737923,Serpae Tetra,Copei Tetra,Black Line Tetra,Silvertip Tetra,Glass Bloodfin Tetra
Fire Rasbora,/species-spotlight/fire-rasbora/,RasboroidesVaterifloris,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.25,6.0,26.65,4.0,AS,-7.3871956,6.609228,-1.4603926,Chilli Rasbora,Eight Banded False Barb,Drape Fin Barb,Panther Danio,Neon Green Rasbora
Fireline Danio,/species-spotlight/fireline-danio/,Devariosondhii,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,8.5,23.0,6.0,AS,-6.080132,3.9092102,0.26904598,Red Line Rasbora,Black Line Rasbora,Laos Danio,African Banded Barb,Harlequin Rasbora
Firemouth Cichlid,/species-spotlight/firemouth-cichlid/,Thorichthysmeeki,Actinopterygii,Cichliformes,Cichlidae,Semi-Aggressive,Bottom - Middle,Omnivore,7.25,11.5,26.95,15.0,NAM,-3.746161,-3.0213094,0.3039689,Rainbow Cichlid,Jewel Cichlid,Marliers Julie,Red Tailed Black Shark,Flag Cichlid
Flag Cichlid,/species-spotlight/flag-cichlid/,MesonautaFestivus,Actinopterygii,Cichliformes,Cichlidae,Peaceful,All Levels,Omnivore,6.5,10.0,25.0,15.0,SA,-3.0971007,-2.0431447,0.37227783,Convict Cichlid,Rainbow Cichlid,Clown Barb,Apple Snail,Electric Blue Jack Dempsey
Flag Tailed Panda Corydoras,/species-spotlight/flag-tailed-panda-corydoras/,Corydorasoiapoquensis,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.5,11.0,22.5,5.0,SA,-13.177252,0.03423503,0.17845003,Panda Corydoras,Adolfos Catfish,Venezuelan Orange Corydoras,Bandit Corydoras,Peppered Corydoras
Flag Tetra,/species-spotlight/flag-tetra/,Hyphessobryconheterorhabdus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,10.0,25.5,3.5,SA,8.996031,1.6319323,1.6772631,Golden Tetra,Red Devil Tetra,Red Line Tetra,Pink Lemon Tetra,Black Phantom Tetra
Flagtail Catfish,/species-spotlight/flagtail-catfish/,Dianemaurostriatum,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,12.5,25.0,13.0,SA,-6.3342977,-2.29311,-0.24867429,Spotted Hoplo Catfish,Long Finned Tetra,Denison Barb,Rainbow Shark,Swamp Barb
Flagtail Corydoras,/species-spotlight/flagtail-corydoras/,Corydorasrobineae,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,8.5,23.5,7.0,SA,-11.956079,1.1078652,-1.9004961,False Armatus Corydoras,Sterbas Corydoras,Rusty Corydoras,Armatus Corydoras,Gold Laser Corydoras
Flame Tetra,/species-spotlight/flame-tetra/,Hyphessobryconflammeus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,9.0,25.0,4.0,SA,9.445166,0.9473465,0.97360474,Costello Tetra,Phoenix Tetra,Montags Tetra,Loreto Tetra,Pink Lemon Tetra
Flameback Bleeding Heart Tetra,/species-spotlight/flameback-bleeding-heart-tetra/,Hyphessobryconpyrrhonotus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,5.5,6.0,23.5,6.0,SA,10.874627,-1.7165414,-0.19469434,Lemon Tetra,Red Line Lizard Tetra,Pretty Tetra,Six Stripes Tetra,Neon Tetra
Flash Plecostomus,/species-spotlight/flash-plecostomus/,Panaqolusalbivermis,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.75,10.0,27.2,12.0,SA,4.5891204,-2.4980655,1.1694386,Leopard Frog Plecostomus,Zebra Pleco,Queen Arabesque Plecostomus L260,Golden Bristlenose Plecostomus,Gold Stripe Tiger Panaque
Forktail Blue Eye Rainbowfish,/species-spotlight/forktail-blue-eye-rainbowfish/,Pseudomugilfurcatus,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,7.0,13.0,25.0,5.5,OC,3.2887218,6.355118,-1.3237075,Sahul Rainbowfish,Kamaka Rainbowfish,Redfin Dwarf Rainbowfish,Red Neon Blue Eye Rainbowfish,Dwarf Neon Rainbowfish
Frail Gourami,/species-spotlight/frail-gourami/,Ctenopsnobilis,Actinopterygii,Anabantiformes,Osphronemidae,Aggressive,Middle - Top,Carnivore,6.25,15.0,20.0,10.0,AS,5.8116903,-8.75142,-2.2739375,Giant Chocolate Gourami,Paradise Fish,Pearl Gourami,Congo Ctenopoma,Ornate Ctenopoma
Frankei Tetra,/species-spotlight/frankei-tetra/,Hyphessobryconfrankei,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,4.25,3.0,25.0,4.5,SA,12.9386425,-1.8794664,-0.29742116,Cardinal Tetra,Brittanichthys Axelrodi Tetra,Sailfin Tetra,Black Neon Tetra,Blueberry Tetra
Fulleri Corydoras,/species-spotlight/fulleri-corydoras/,CorydorasfulleriC115/C116,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.25,10.0,24.15,7.5,SA,-12.154554,-0.038021285,-1.9750681,Green Laser Corydoras,Albino Corydoras,Super Parallelus Corydoras,Bronze Corydoras,Desana Corydoras
Gabon Killifish,/species-spotlight/gabon-killifish/,Aphyosemiongabunense,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Peaceful,Middle - Top,Omnivore,7.0,10.0,24.15,5.0,AF,8.239198,-4.053129,-1.14237,Christys Killifish,Splendid Killifish,Red Chinned Panchax,Mamou Killifish,Eggers Killifish
Galaxy Plecostomus L029,/species-spotlight/galaxy-plecostomus-l029/,Leporacanthicusgalaxias,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.25,5.5,24.15,25.0,SA,1.9021223,-3.9362326,-0.07474824,Green Tiger Loach,Gold Nugget Plecostomus,Titanic Plecostomus,Royal Whiptail Catfish,Marble Sturisoma Whiptail Catfish
German Blue Ram Cichlid,/species-spotlight/german-blue-ram-cichlid/,Mikrogeophagusramirezi,Actinopterygii,Cichliformes,Cichlidae,Peaceful,Bottom - Middle,Omnivore,6.25,8.5,24.15,10.0,SA,-7.6393337,0.8841142,-0.9889524,Electric Blue Ram Cichlid,Bolivian Ram Cichlid,Pentazona Barb,Redbreasted Acara,African Glass Catfish
Giant Chocolate Gourami,/species-spotlight/giant-chocolate-gourami/,Sphaerichthysacrostoma,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,5.0,15.0,22.5,10.0,AS,5.854349,-8.55939,-2.160096,Frail Gourami,Pearl Gourami,Paradise Fish,Ornate Ctenopoma,Congo Ctenopoma
Giant Colombian Ramshorn Snail,/species-spotlight/giant-colombian-ramshorn-snail/,Marisacornuarietis,Gastropoda,Architaenioglossa,Ampullariidae,Peaceful,All Levels,Omnivore,7.75,16.0,25.55,5.0,NAM,3.3543873,5.476388,0.6696815,American Flagfish,Assassin Snail,Picta Swamp Guppy,Red Neon Blue Eye Rainbowfish,Melanzona Guppy
Giant Danio,/species-spotlight/giant-danio/,Devarioaequipinnatus,Actinopterygii,Cypriniformes,Cyprinidae,Semi-Aggressive,Middle - Top,Omnivore,7.0,12.0,24.7,10.0,AS,-6.2900515,0.08270262,1.0916841,Blue Eyed Congo Tetra,Kribensis Cichlid,Electric Yellow Cichlid,Blood Tailed Danio,Cockatoo Dwarf Cichlid
Giant Gourami,/species-spotlight/giant-gourami/,Osphronemusgoramy,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,All Levels,Omnivore,7.25,15.0,25.0,70.0,AS,-0.0039033615,-6.756139,0.11369592,Six Banded Distichodus,Mbu Pufferfish,Tiger Shovelnose Catfish,Black Sharkminnow,Giant Red Tail Gourami
Giant Red Tail Gourami,/species-spotlight/giant-red-tail-gourami/,Osphronemuslaticlavius,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,7.25,15.0,25.0,50.0,AS,0.5546341,-5.9515586,-0.064669736,Leopard Sailfin Plecostomus,Chinese High Fin Banded Shark,Royal Plecostomus,Giant Gourami,Mbu Pufferfish
Glass Bloodfin Tetra,/species-spotlight/glass-bloodfin-tetra/,Prionobramafiligera,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.75,12.5,25.0,6.0,SA,6.046809,1.6520696,0.9129519,Redfin Penguin Tetra,Silvertip Tetra,Xingu Black Neon Tetra,Head and Taillight Tetra,Red Eye Tetra
Glass Catfish,/species-spotlight/glass-catfish/,Kryptopterusvitreolus,Actinopterygii,Siluriformes,Siluridae,Peaceful,Middle,Omnivore,7.0,6.5,25.55,15.0,AS,4.145054,-8.381898,2.8840356,Golden Zebra Loach,Kuhli Loach,Schistura Spilota,Pictus Catfish,Kansu Loach
Glowlight Danio,/species-spotlight/glowlight-danio/,Celestichthyschoprae,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,6.5,20.85,5.5,AS,-4.630561,4.1506615,-0.64108646,Gold Barb,Chinese Barb,Narayan Barb,Zebra Danio,Tiger Barb
Glowlight Rasbora,/species-spotlight/glowlight-rasbora/,Trigonostigmahengeli,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,All Levels,Omnivore,6.75,8.0,25.3,3.0,AS,-7.0179853,7.12783,0.1224099,Lambchop Rasbora,Exclamation Point Rasbora,Dwarf Spotted Danio,Eight Banded False Barb,Strawberry Rasbora
Glowlight Tetra,/species-spotlight/glowlight-tetra/,Hemigrammuserythrozonus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle,Omnivore,6.5,9.0,25.5,5.0,SA,8.62332,-0.08763244,1.0209968,Broken Line Tetra,Kogal Blue Eyed Tetra,Red Laser Tetra,Lipstick Tetra,Raccoon Tetra
Gold Barb,/species-spotlight/gold-barb/,Barbodessemifasciolatus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,5.5,20.85,7.5,AS,-4.46517,3.6790144,-1.2350738,Chinese Barb,Glowlight Danio,European Bitterling,Tiger Barb,Narayan Barb
Gold Laser Corydoras,/species-spotlight/gold-laser-corydoras/,CorydorasspCW010,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,7.5,23.9,7.0,SA,-11.839556,1.648199,-2.4586604,Delphax Corydoras,Flagtail Corydoras,Palespotted Corydoras,Sterbas Corydoras,Rusty Corydoras
Gold Nebula Shrimp,/species-spotlight/gold-nebula-shrimp/,Caridinavilladolidi,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.0,4.5,24.0,5.0,AS,-6.1938157,9.777717,0.76563376,Black Rose Shrimp,Red Rili Shrimp,Green Jade Shrimp,Shadow Panda Shrimp,Super Crystal Red Shrimp
Gold Nugget Plecostomus,/species-spotlight/gold-nugget-plecostomus/,Baryancistrusxanthellus,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.75,10.0,27.5,22.5,SA,2.3068514,-3.9019604,-0.23637031,Galaxy Plecostomus L029,Royal Whiptail Catfish,Marble Sturisoma Whiptail Catfish,Green Tiger Loach,Titanic Plecostomus
Gold Ring Danio,/species-spotlight/gold-ring-danio/,Daniotinwini,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,7.0,11.5,21.95,3.0,AS,-5.57161,4.725688,2.8312666,Vietnamese Cardinal Minnow,Golden Dwarf Barb,Lipstick Barb,Hikari Danio,White Cloud Mountain Minnow
Gold Shoulder Rosy Tetra,/species-spotlight/gold-shoulder-rosy-tetra/,Hyphessobryconpaepkei,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,6.5,25.0,4.0,SA,11.352513,-0.44352812,0.33747435,Rosy Tetra,Pretty Tetra,Rainbow Tetra,Eilyos Tetra,Steel Blue Tetra
Gold Stripe Tiger Panaque,/species-spotlight/gold-stripe-tiger-panaque/,Panaqolussp,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom - Middle,Omnivore,6.75,10.0,27.2,8.0,SA,5.3267817,-2.2282047,1.6433101,Queen Arabesque Plecostomus L260,Zebra Pleco,Leopard Frog Plecostomus,Flash Plecostomus,Skunk Loach
Gold Striped Danio,/species-spotlight/gold-striped-danio/,Devariochrysotaeniatus,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.5,10.0,24.2,7.5,AS,-6.522189,2.1383812,0.73552996,Redfin Congo Tetra,African Moon Tetra,Congo Tetra,Barred Danio,African Red Eyed Tetra
Gold Tetra,/species-spotlight/gold-tetra/,Hemigrammusrodwayi,Actinopterygii,Characiformes,Characidae,Peaceful,All Levels,Omnivore,6.5,8.0,25.85,4.0,SA,10.381195,0.9336079,-0.55040866,Ornate Tetra,Kitty Tetra,Exclamation Mark Tetra,Costello Tetra,Rosy Tetra
Golden Bristlenose Plecostomus,/species-spotlight/golden-bristlenose-plecostomus/,Ancistrussp,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.5,8.0,23.35,12.0,NAM,4.5198164,-3.2036626,1.0314462,Flash Plecostomus,Butterfly Plecostomus L168,Green Phantom Plecostomus,Leopard Frog Plecostomus,Zebra Pleco
Golden Dwarf Barb,/species-spotlight/golden-dwarf-barb/,Pethiagelius,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.0,11.5,22.5,5.0,AS,-5.879466,3.9772434,2.4927523,Leopard Danio,Hikari Danio,Cherry Barb,Gold Ring Danio,Lipstick Barb
Golden Malili Goby,/species-spotlight/golden-malili-goby/,Mugilogobiusrexi,Actinopterygii,Gobiiformes,Gobiidae,Peaceful,Bottom - Middle,Omnivore,7.5,5.0,26.4,5.0,AS,8.885844,-6.6520586,-1.144229,Bumblebee Goby,Toba Betta,Licorice Gourami,Chocolate Gourami,Red Skirt Betta
Golden Mascara Tetra,/species-spotlight/golden-mascara-tetra/,Cyphocharaxmultilineatus,Actinopterygii,Characiformes,Curimatidae,Peaceful,Middle - Top,Omnivore,6.5,14.0,24.45,10.0,SA,5.325663,-8.162339,2.188425,Golden Wonder Panchax,Splendid Loach,Kuhli Loach,Schistura Spilota,Spined Loach
Golden Mbuna Cichlid,/species-spotlight/golden-mbuna-cichlid/,Melanochromisauratus,Actinopterygii,Cichliformes,Cichlidae,Aggressive,All Levels,Omnivore,8.0,17.5,25.3,13.0,AF,-7.658183,-2.1421866,2.1341896,Lemon Cichlid,Fairy Cichlid,Lake Inle Danio,Graceful Rasbora,Electric Yellow Cichlid
Golden Pencilfish,/species-spotlight/golden-pencilfish/,Nannostomusbeckfordi,Actinopterygii,Characiformes,Lebiasinidae,Peaceful,All Levels,Omnivore,6.75,12.0,23.65,4.0,SA,7.412768,3.2924366,0.87739134,Toucan Tetra,Red Phantom Tetra,Silvertip Tetra,Mountain Crystal Tetra,Fire Green Tetra
Golden Tetra,/species-spotlight/golden-tetra/,Hyphessobryconmoniliger,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,10.0,25.0,3.5,SA,8.991239,1.8454274,1.3191593,Red Devil Tetra,Flag Tetra,Pink Lemon Tetra,Red Line Tetra,Reed Tetra
Golden Wonder Panchax,/species-spotlight/golden-wonder-panchax/,Aplocheiluslineatus,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Peaceful,Middle - Top,Omnivore,6.75,12.5,24.15,10.0,AS,5.2876263,-8.550751,1.9190102,Splendid Loach,Golden Mascara Tetra,Panda Loach,Kuhli Loach,Schistura Spilota
Golden Zebra Loach,/species-spotlight/golden-zebra-loach/,BotiaHistrionica,Actinopterygii,Cypriniformes,Cobitidae,Peaceful,Bottom,Omnivore,7.0,7.5,26.65,12.5,AS,4.457274,-8.707208,2.7043428,Kuhli Loach,Schistura Spilota,Glass Catfish,Pictus Catfish,Sumo Loach
Graceful Rasbora,/species-spotlight/graceful-rasbora/,TrigonopomaGracile,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,5.5,17.5,23.5,5.5,AS,-9.74366,-2.3426428,2.7098253,Emerald Dwarf Danio,Lake Inle Danio,Yellow Tailed Congo Tetra,Fairy Cichlid,Lemon Cichlid
Green Babaulti Shrimp,/species-spotlight/green-babaulti-shrimp/,Caridinababaulti,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.0,7.0,26.0,4.0,AS,-5.8555336,9.558738,-0.49417406,Ninja Shrimp,Sulawesi Fan Shrimp,Red Nose Shrimp,Tigris Sulawesi Shrimp,Sulawesi Harlequin Shrimp
Green Jade Shrimp,/species-spotlight/green-jade-shrimp/,NeocaridinaDavidi,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,7.5,6.0,23.6,3.0,AS,-5.970532,9.526972,0.6235797,Red Rili Shrimp,Black Rose Shrimp,Gold Nebula Shrimp,Chocolate Shrimp,Green Babaulti Shrimp
Green Laser Corydoras,/species-spotlight/green-laser-corydoras/,Corydorassp.(CW009),Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,10.0,23.9,7.5,SA,-12.081881,0.024450896,-1.7891971,Fulleri Corydoras,Super Parallelus Corydoras,Albino Corydoras,Desana Corydoras,Bronze Corydoras
Green Neon Tetra,/species-spotlight/green-neon-tetra/,Paracheirodonsimulans,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,5.5,7.0,26.4,2.5,SA,11.976847,0.72054124,0.8406296,Steel Blue Tetra,Eilyos Tetra,Exclamation Mark Tetra,Rosy Tetra,Nego Dagua Tetra
Green Phantom Plecostomus,/species-spotlight/green-phantom-plecostomus/,HemiancistrusSubviridis,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,6.5,6.0,27.8,15.0,SA,3.7395358,-2.9764228,0.63396657,Butterfly Plecostomus L168,Snowball Plecostomus L102,Clown Loach,Yoyo Loach,Golden Bristlenose Plecostomus
Green Spotted Pufferfish,/species-spotlight/green-spotted-pufferfish/,TetraodonNigroviridis,Actinopterygii,Tetraodontiformes,Tetraodontidae,Aggressive,Middle,Carnivore,7.85,9.5,26.7,15.0,AS,5.2242074,-7.7189765,-0.5173498,Leopard Bush Fish,Empire Gudgeon,Mottled Ctenopoma,Tailspot Ctenopoma,Moonlight Gourami
Green Tiger Loach,/species-spotlight/green-tiger-loach/,SyncrossusHymenophysa,Actinopterygii,Cypriniformes,Botiidae,Semi-Aggressive,Bottom,Omnivore,6.75,9.0,27.5,25.0,AS,1.7883703,-3.9069147,-0.36698338,Galaxy Plecostomus L029,Titanic Plecostomus,Gold Nugget Plecostomus,Pink Tail Chalceus,Royal Whiptail Catfish
Guapore Corydoras,/species-spotlight/guapore-corydoras/,CorydorasGuapore,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom - Middle,Omnivore,6.0,13.5,24.5,4.5,SA,-12.705007,-1.4747531,2.4947774,Elegant Corydoras,Darter Corydoras,Tail Spot Pygmy Corydoras,Agassizs Corydoras,False Network Corydoras
Harlequin Rasbora,/species-spotlight/harlequin-rasbora/,Trigonostigmaheteromorpha,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.25,8.5,24.45,5.0,AS,-6.6919117,4.861947,0.22043505,Snakeskin Barb,Rose Danio,Blue Line Rasbora,Black Ruby Barb,Black Line Rasbora
Head and Taillight Tetra,/species-spotlight/head-and-taillight-tetra/,Hemigrammusocellifer,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,12.5,25.85,5.0,SA,6.32829,1.866482,1.5839857,Mountain Crystal Tetra,Silvertip Tetra,Redfin Penguin Tetra,Glass Bloodfin Tetra,Black Line Tetra
Hikari Corydoras,/species-spotlight/hikari-corydoras/,Corydorassp(CW160),Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,6.75,12.5,24.0,6.0,SA,-12.424467,-1.4605919,0.7761406,Spotted Corydoras CW27,Imitator Corydoras,Leopard Corydoras,Twostripe Corydoras,Axelrods Corydoras
Hikari Danio,/species-spotlight/hikari-danio/,Daniosp.Hikari,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle,Omnivore,7.0,10.0,21.95,5.0,AS,-5.807898,4.187503,1.9270155,Lipstick Barb,Golden Dwarf Barb,Leopard Danio,Lined Barb,Blue Danio
Hillstream Loach,/species-spotlight/hillstream-loach/,Beaufortiakweichowensis,Actinopterygii,Cypriniformes,Balitoridae,Peaceful,Bottom,Omnivore,7.25,6.5,21.95,8.0,AS,6.721286,-4.207379,0.9459528,Chinese Hillstream Loach,Saddleback Loach,Spotfin Hatchetfish,Common Hatchetfish,Upside Down Catfish
Hockeystick Pencilfish,/species-spotlight/hockeystick-pencilfish/,Nannostomuseques,Actinopterygii,Characiformes,Lebiasinidae,Peaceful,Middle - Top,Omnivore,6.0,6.5,25.3,5.0,SA,12.801364,0.91308606,-2.088259,Rainbow Copella Tetra,Purple Pencilfish,Dwarf Pencilfish,Barred Pencilfish,Cenepa Red Pencilfish
Honey Blue Eye Rainbowfish,/species-spotlight/honey-blue-eye-rainbowfish/,PseudomugilMellis,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle - Top,Omnivore,6.0,8.5,25.0,3.5,OC,3.7961538,7.7905254,-2.0822,Vogelkop Blue Eye Rainbowfish,Spotted Blue Eye Rainbowfish,Threadfin Rainbowfish,Transparent Blue Eye Rainbowfish,Ivantsoffs Blue Eye Rainbowfish
Honey Gourami,/species-spotlight/honey-gourami/,Trichogasterchuna,Actinopterygii,Anabantiformes,Osphronemidae,Peaceful,Middle - Top,Omnivore,6.75,7.0,25.0,7.0,AS,7.9003363,-7.593989,-1.1336284,Dwarf Gourami,Emerald Betta,Spotfin Betta,Red Skirt Betta,Licorice Gourami
Horseface Loach,/species-spotlight/horseface-loach/,Acantopsisdialuzona,Actinopterygii,Cypriniformes,Cobitidae,Peaceful,Bottom - Middle,Omnivore,7.0,6.0,19.75,25.0,AS,2.8949177,-7.536047,1.6922488,Weather Loach,Pink Kissing Gourami,Siamese Tigerfish,Kansu Loach,Sucking Loach
Horsemans Corydoras,/species-spotlight/horsemans-corydoras/,CorydorasEques,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,8.5,24.15,5.0,SA,-13.172254,1.7116084,-1.8291584,Xingu Corydoras,Black Venezuela Corydoras,Duplicate Corydoras,Armatus Corydoras,Rusty Corydoras
Hovering Zebra Loach,/species-spotlight/hovering-zebra-loach/,Yunnaniluscruciatus,Actinopterygii,Cypriniformes,Nemacheilidae,Peaceful,Bottom - Middle,Omnivore,6.75,7.0,26.0,3.5,AS,5.3227205,-9.405985,2.9411144,Sumo Loach,Panda Loach,Schistura Spilota,Kuhli Loach,Splendid Loach
Hummingbird Tetra,/species-spotlight/hummingbird-tetra/,Trochilocharaxornatus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,5.5,10.0,23.9,2.0,SA,9.645277,2.892837,1.274011,Fire Ant Tetra,Reed Tetra,Red Line Tetra,Red Devil Tetra,Golden Tetra
Imitator Corydoras,/species-spotlight/imitator-corydoras/,CorydorasImitator,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,5.5,12.5,22.8,6.5,SA,-12.570774,-1.3854824,0.090379685,Spotted Corydoras CW27,Hikari Corydoras,Adolfos Catfish,Axelrods Corydoras,Schwartzs Corydoras
Imperial Tetra,/species-spotlight/imperial-tetra/,Hyphessobryconnigricinctus,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,7.0,10.0,23.5,6.0,SA,7.410581,0.7698503,-0.2622991,Infernal Tetra,Cochus Blue Tetra,Colombian Redfin Tetra,Penguin Tetra,Blackline Tail Tetra
Indian Glass Fish,/species-spotlight/indian-glass-fish/,Parambassisranga,Actinopterygii,Perciformes,Ambassidae,Peaceful,Bottom - Middle,Omnivore,7.0,14.0,25.0,8.0,AS,6.119948,-10.151847,0.9026964,Zebra Nerite Snail,Marbled Limpet Nerite Snail,Ramshorn Snail,Scarlet Badis,Red Belted Goby
Indian Hifin Barb,/species-spotlight/indian-hifin-barb/,Oreichthyscosuatis,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,7.0,10.0,25.85,4.5,AS,-5.4190936,5.79036,0.57842946,Volcano Rasbora,Black Ruby Barb,Dwarf Spotted Danio,Exclamation Point Rasbora,Rose Danio
Infernal Tetra,/species-spotlight/infernal-tetra/,"Hemigrammus/Hyphessobrycon""Infernalis""",Actinopterygii,Characiformes,Characidae,Semi-Aggressive,Middle - Top,Omnivore,6.5,10.0,25.0,6.0,SA,7.4344144,0.382373,0.48618928,Colombian Redfin Tetra,Imperial Tetra,Bleeding Blue Tetra,Penguin Tetra,Raccoon Tetra
Ivantsoffs Blue Eye Rainbowfish,/species-spotlight/ivantsoffs-blue-eye-rainbowfish/,Pseudomugilivantsoffi,Actinopterygii,Atheriniformes,Melanotaeniidae,Peaceful,Middle,Omnivore,7.0,10.0,26.65,3.5,AS,4.064014,7.3324084,-1.7262274,Transparent Blue Eye Rainbowfish,Popondetta Blue Eye Rainbowfish,Vogelkop Blue Eye Rainbowfish,Spotted Blue Eye Rainbowfish,Honey Blue Eye Rainbowfish
Jae Barb,/species-spotlight/jae-barb/,EnteromiusJae,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,6.5,3.0,23.05,4.0,AF,-9.21584,5.363368,-2.11462,Butterfly Barb,Neon Blue Rasbora,Dwarf Rasbora,Checker Barb,Drape Fin Barb
Jellybean Tetra,/species-spotlight/jellybean-tetra/,Ladigesiaroloffi,Actinopterygii,Characiformes,Alestidae,Peaceful,Middle - Top,Omnivore,6.5,6.5,24.0,3.0,AF,-8.420851,6.0579414,-0.27475765,Adonis Tetra,Siamese Dwarf Rasbora,Neon Green Rasbora,Strawberry Rasbora,Phoenix Rasbora
Jewel Cichlid,/species-spotlight/jewel-cichlid/,Hemichromisbimaculatus,Actinopterygii,Cichliformes,Cichlidae,Semi-Aggressive,Bottom - Middle,Omnivore,7.0,11.0,25.0,15.0,AF,-4.175613,-2.6552863,-0.38293526,Marliers Julie,Siamese Algae Eater,Red Tailed Black Shark,Yellowtail Rasbora,Rainbow Shark
